time,x,y,yaw,v,a,phi
6.349999999999985434e+00,-4.667723866488358575e-01,-2.656488101988835115e+00,-3.647286741827936440e-01,1.111665048737948913e+00,-1.666464138371518766e-03,9.365557011774020002e-02
6.399999999999985256e+00,-4.148453685224697818e-01,-2.676314416320246359e+00,-3.589276129619368705e-01,1.111581725531030296e+00,1.379381832878678838e-03,7.520710524913742923e-02
6.449999999999985079e+00,-3.628081117754610729e-01,-2.695837703481537950e+00,-3.542744565200998674e-01,1.111650694622674296e+00,-2.233019137180056093e-03,6.856225806105392673e-02
6.499999999999984901e+00,-3.106773394975156921e-01,-2.715119838966039811e+00,-3.500335157556518917e-01,1.111539043665815241e+00,7.957027092428160808e-04,4.417108888091789143e-02
6.549999999999984723e+00,-2.584705058995941385e-01,-2.734178803776929012e+00,-3.473040798545724006e-01,1.111578828801277341e+00,3.485086794479292337e-03,3.383285496566083850e-02
6.599999999999984546e+00,-2.062099761234576500e-01,-2.753095879637526444e+00,-3.452139553373007042e-01,1.111753083141001408e+00,-3.245849585070730231e-04,3.617098761070283719e-02
6.649999999999984368e+00,-1.539018227917773873e-01,-2.771906631608493043e+00,-3.429789134650949589e-01,1.111736853893076082e+00,2.542478124681369321e-03,4.933799688625384317e-02
6.699999999999984190e+00,-1.015525215275727700e-01,-2.790600152890202690e+00,-3.399291679371237995e-01,1.111863977799310232e+00,-1.181351726116449275e-03,5.193817706318515359e-02
6.749999999999984013e+00,-4.914046083476911186e-02,-2.809136054722946696e+00,-3.367180473306992661e-01,1.111804910213004316e+00,1.700698871614834398e-03,8.410204432680187803e-02
6.799999999999983835e+00,3.328063024618396759e-03,-2.827502584061698965e+00,-3.315110390007124375e-01,1.111889945156585124e+00,-1.971619228487373962e-03,8.483933199929315216e-02
6.849999999999983658e+00,5.589553008330083728e-02,-2.845597045434868466e+00,-3.262577624128876752e-01,1.111791364195160670e+00,9.031443333410305984e-04,1.238533578161811477e-01
6.899999999999983480e+00,1.085526575340767519e-01,-2.863413527196992270e+00,-3.185684553959715060e-01,1.111836521411827761e+00,-2.714700301152282811e-03,1.207541226308141979e-01
6.949999999999983302e+00,1.613473676088101050e-01,-2.880825296607012920e+00,-3.110731642769387628e-01,1.111700786396770058e+00,1.983278237441395641e-04,1.610817778596289052e-01
